Личный номер,ФИО,Группа,Финансирование,Пол,Город постоянной регистрации
21И1557,Ефрем Марсович Горбунов,ИЛБО-86-23,К,М,Тула
22И4430,Алла Семеновна Кириллова,ИЛБО-86-23,Б,Ж,Тверь
22И2607,Лидия Львовна Титова,ИЛБО-86-23,К,Ж,Оренбург
22И6778,Гущин Руслан Данилович,ИЛБО-86-23,Б,М,Ростов-на-Дону
20И2326,Самойлов Дмитрий Ефимович,ИЛБО-86-23,К,М,Челябинск
20И2581,Наина Геннадиевна Силина,ИЛБО-86-23,Б,Ж,Магнитогорск
20И1766,Касьян Юльевич Ширяев,ИЛБО-86-23,Б,М,Ставрополь
20И7656,Рябов Варфоломей Герасимович,ИЛБО-86-23,К,М,Мариуполь
20И1204,Журавлев Родион Давыдович,ИЛБО-86-23,К,М,Новороссийск
21И8442,Синклитикия Кирилловна Куликова,ИЛБО-86-23,Б,Ж,Таганрог
23И2023,Лора Артемовна Белякова,ИЛБО-86-23,Б,Ж,Магнитогорск
20И9577,Сигизмунд Тимурович Зиновьев,ИЛБО-86-23,Б,М,Ставрополь
20И5624,Рябова Людмила Леонидовна,ИЛБО-86-23,К,Ж,Новокузнецк
21И6299,Варвара Андреевна Орехова,ИЛБО-86-23,К,Ж,Смоленск
23И8804,Дроздова Нонна Александровна,ИЛБО-86-23,Б,Ж,Смоленск
22И5898,г-жа Бирюкова Оксана Андреевна,ИЛБО-86-23,Б,Ж,Красноярск
20И5695,Борис Артёмович Алексеев,ИЛБО-86-23,Б,М,Нижневартовск
20И0959,Анна Константиновна Горшкова,ИЛБО-86-23,Б,Ж,Ангарск
21И7680,Большакова Нонна Константиновна,ИЛБО-86-23,Б,Ж,Курск
22И2453,Гришин Ипатий Захарьевич,ИЛБО-86-23,К,М,Воронеж
23И3559,Сократ Егорович Герасимов,ИЛБО-86-23,К,М,Пенза
22И7529,Сазонов Радислав Артемьевич,ИЛБО-86-23,Б,М,Пермь
23И9456,Нонна Болеславовна Игнатьева,ИЛБО-86-23,К,Ж,Тула
21И5983,Горбунов Эдуард Яковлевич,ИЛБО-86-23,Б,М,Бийск
20И4429,Екатерина Евгеньевна Федосеева,ИЛБО-86-23,Б,Ж,Курган
20И7170,Алексеев Алексей Федотович,ИЛБО-86-23,Б,М,Иркутск
23И2476,Тимур Дмитриевич Новиков,ИНБО-80-23,К,М,Хабаровск
21И4289,Буров Данила Матвеевич,ИНБО-80-23,Б,М,Белгород
21И0896,Амос Бенедиктович Дмитриев,ИНБО-80-23,К,М,Екатеринбург
21И4059,Ильин Пантелеймон Герасимович,ИНБО-80-23,К,М,Владимир
23И6882,Милица Матвеевна Соколова,ИНБО-80-23,К,Ж,Челябинск
20И5374,Орехов Мечислав Эдгарович,ИНБО-80-23,К,М,Рязань
22И7162,Гришина Иванна Григорьевна,ИНБО-80-23,Б,Ж,Симферополь
22И8740,Анисим Эдуардович Марков,ИНБО-80-23,Б,М,Хабаровск
22И3385,Никитина Пелагея Ивановна,ИНБО-80-23,Б,Ж,Мурманск
21И6181,Елена Руслановна Носова,ИНБО-80-23,Б,Ж,Иваново
21И1776,Кондрат Фомич Фомичев,ИНБО-80-23,К,М,Смоленск
22И3204,Сергеев Исай Матвеевич,ИНБО-80-23,К,М,Иркутск
22И8879,Ефремов Ефим Трифонович,ИНБО-80-23,Б,М,Киров
20И6984,Федот Аксёнович Шилов,ИНБО-80-23,Б,М,Старый Оскол
21И6424,Василиса Романовна Соловьева,ИНБО-80-23,К,Ж,Луганск
21И2823,Никифоров Агафон Аксёнович,ИНБО-80-23,Б,М,Калининград
20И5433,Третьяков Руслан Феоктистович,ИНБО-80-23,Б,М,Тула
21И3990,Коновалова Мария Богдановна,ИНБО-80-23,К,Ж,Иркутск
23И9956,Капитон Даниилович Логинов,ИНБО-80-23,Б,М,Симферополь
22И9698,Клавдий Валерианович Харитонов,ИНБО-80-23,К,М,Петрозаводск
21И6332,Венедикт Аксёнович Никитин,ИНБО-80-23,К,М,Новокузнецк
21И2543,Никонова Феврония Альбертовна,ИНБО-80-23,Б,Ж,Москва
23И8493,Милан Юлианович Новиков,ИНБО-80-23,К,М,Саратов
20И6225,Романов Эдуард Димитриевич,ИНБО-80-23,Б,М,Ставрополь
20И4765,Мамонтова Надежда Юрьевна,ИНБО-80-23,К,Ж,Калуга
20И4094,Осипов Милен Филимонович,ИНБО-80-23,К,М,Барнаул
23И0061,Валентина Никифоровна Васильева,ИНБО-80-23,Б,Ж,Воронеж
23И6207,Голубева Татьяна Натановна,ИНБО-80-23,Б,Ж,Калининград
21И5779,Филиппова Евпраксия Александровна,ИНБО-80-23,Б,Ж,Курган
23И2082,Остромир Артурович Суханов,ИНБО-80-23,К,М,Кемерово
23И3849,Селезнев Парфен Глебович,ИЛБО-41-23,К,М,Ижевск
21И5926,Романов Аполлинарий Данилович,ИЛБО-41-23,Б,М,Уфа
20И1903,Дьячкова Виктория Максимовна,ИЛБО-41-23,К,Ж,Киров
22И6182,Степан Харитонович Русаков,ИЛБО-41-23,Б,М,Владимир
22И7222,Наина Ильинична Антонова,ИЛБО-41-23,К,Ж,Владикавказ
21И8838,Андреева Анна Никифоровна,ИЛБО-41-23,К,Ж,Уфа
23И0751,Олимпиада Валентиновна Кабанова,ИЛБО-41-23,К,Ж,Иркутск
22И4738,Воронцов Демид Гертрудович,ИЛБО-41-23,Б,М,Белгород
23И4659,Ермаков Авдей Антонович,ИЛБО-41-23,Б,М,Рязань
21И2297,Вадим Гордеевич Денисов,ИЛБО-41-23,К,М,Нижний Новгород
20И2569,Соловьева Светлана Никифоровна,ИЛБО-41-23,К,Ж,Рязань
23И6441,Андрон Виленович Шарапов,ИЛБО-41-23,К,М,Екатеринбург
20И7783,Гришина Октябрина Леоновна,ИЛБО-41-23,Б,Ж,Смоленск
20И7367,тов. Гришина Варвара Ниловна,ИЛБО-41-23,Б,Ж,Калининград
22И7097,Белоусова Виктория Эльдаровна,ИЛБО-41-23,К,Ж,Екатеринбург
20И2305,г-н Селезнев Трофим Юлианович,ИЛБО-41-23,Б,М,Красноярск
23И0742,Белоусов Тимофей Данилович,ИЛБО-41-23,Б,М,Ангарск
22И4323,Светлана Евгеньевна Горбачева,ИЛБО-41-23,К,Ж,Ставрополь
23И2040,Евфросиния Святославовна Вишнякова,ИЛБО-41-23,К,Ж,Москва
23И7846,Творимир Антипович Соболев,ИЛБО-41-23,Б,М,Липецк
20И0996,Ангелина Георгиевна Жукова,ИЛБО-41-23,К,Ж,Чебоксары
22И8377,Пахом Гордеевич Поляков,ИЛБО-41-23,К,М,Мурманск
22И3446,Овчинников Лавр Антонович,ИЛБО-41-23,К,М,Ангарск
23И0733,Журавлева Нинель Станиславовна,ИЛБО-41-23,Б,Ж,Сыктывкар
21И3319,Прохоров Потап Ерофеевич,ИЛБО-41-23,К,М,Пенза
20И7001,Одинцова Александра Наумовна,ИЛБО-41-23,К,Ж,Пенза
20И9047,Мария Харитоновна Никифорова,ИЛБО-41-23,К,Ж,Новороссийск
22И0249,Шестаков Никита Елисеевич,ИЛБО-41-23,Б,М,Тверь
23И7032,Спартак Юльевич Князев,ИЛБО-41-23,Б,М,Бийск
21И2896,Викторин Брониславович Зуев,ИЛБО-41-23,Б,М,Сыктывкар
23И9849,Гремислав Владиленович Фролов,ИМБО-73-20,Б,М,Ульяновск
20И1953,Вячеслав Ефстафьевич Гусев,ИМБО-73-20,Б,М,Таганрог
20И5026,Спартак Глебович Александров,ИМБО-73-20,К,М,Омск
23И3857,Август Димитриевич Федоров,ИМБО-73-20,К,М,Бийск
22И7107,Виктория Сергеевна Веселова,ИМБО-73-20,Б,Ж,Севастополь
20И6102,Мстислав Григорьевич Лебедев,ИМБО-73-20,К,М,Кострома
20И9269,г-н Федотов Потап Яковлевич,ИМБО-73-20,Б,М,Ярославль
22И4182,Майя Антоновна Беляева,ИМБО-73-20,К,Ж,Симферополь
20И3350,Авдеева Таисия Федоровна,ИМБО-73-20,К,Ж,Саранск
21И2685,Белова Ангелина Ивановна,ИМБО-73-20,Б,Ж,Мурманск
22И0769,Евсеева Клавдия Захаровна,ИМБО-73-20,Б,Ж,Саранск
23И3750,Лаврентий Ануфриевич Ширяев,ИМБО-73-20,Б,М,Сочи
20И4610,Виталий Августович Родионов,ИМБО-73-20,К,М,Чита
23И2480,Ширяева Василиса Альбертовна,ИМБО-73-20,К,Ж,Симферополь
20И1893,Васильев Порфирий Георгиевич,ИМБО-73-20,К,М,Новокузнецк
23И2267,Карл Арсеньевич Мясников,ИМБО-73-20,К,М,Ульяновск
23И2841,Авксентий Давыдович Казаков,ИМБО-73-20,К,М,Самара
22И0977,Дорофей Якубович Мартынов,ИМБО-73-20,Б,М,Ростов-на-Дону
23И2013,Аркадий Ааронович Моисеев,ИМБО-73-20,Б,М,Нижневартовск
20И0055,Тимофеев Влас Егорович,ИМБО-73-20,Б,М,Самара
22И0780,Людмила Романовна Зайцева,ИМБО-73-20,К,Ж,Тверь
20И6825,Соболев Ян Гурьевич,ИМБО-73-20,Б,М,Архангельск
23И4379,Матвеева Алевтина Вениаминовна,ИМБО-73-20,Б,Ж,Владимир
20И4532,Соловьева Тамара Владимировна,ИМБО-73-20,Б,Ж,Чита
22И5426,Зиновьева Юлия Антоновна,ИМБО-73-20,Б,Ж,Хабаровск
21И8462,г-н Суханов Гордей Артёмович,ИМБО-73-20,К,М,Казань
20И2474,Красильников Яков Германович,ИМБО-73-20,К,М,Калининград
20И8743,Орехова Марина Геннадиевна,ИМБО-73-20,К,Ж,Владикавказ
20И6816,Ирина Михайловна Одинцова,ИМБО-73-20,К,Ж,Челябинск
21И3921,Рыбакова Жанна Александровна,ИМБО-73-20,К,Ж,Санкт-Петербург
23И1701,Анжела Степановна Исакова,ИМБО-60-20,К,Ж,Набережные Челны
23И5517,Гостомысл Вилорович Мясников,ИМБО-60-20,К,М,Курск
22И8250,Глафира Ждановна Уварова,ИМБО-60-20,К,Ж,Белгород
20И3161,Одинцова Нина Валентиновна,ИМБО-60-20,К,Ж,Иркутск
21И3019,Алла Ефимовна Капустина,ИМБО-60-20,Б,Ж,Киров
21И7216,Галина Викторовна Фомина,ИМБО-60-20,К,Ж,Нижний Новгород
23И2718,Раиса Станиславовна Быкова,ИМБО-60-20,Б,Ж,Киров
20И8174,Акулина Леонидовна Тетерина,ИМБО-60-20,К,Ж,Луганск
23И6126,Митофан Феодосьевич Ершов,ИМБО-60-20,К,М,Курск
